Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Major_Category,Year_of_Study,Burnout_Risk_Level,Burnout_Code
29.85,4,1,1,13.94,8,Strict_Ban,9,Arts,Junior,High,0
0.13,1,2,4,18.1,3,Allowed_With_Citation,2,Medical,Freshman,Low,1
1.61,3,2,4,12.77,1,Allowed_With_Citation,1,Business,Freshman,Low,1
1.53,1,0,5,19.78,4,Allowed_With_Citation,4,Humanities,Freshman,Low,1
3.0,4,2,4,9.91,5,Actively_Encouraged,4,Arts,Junior,Medium,2
4.61,3,0,5,6.83,3,Allowed_With_Citation,7,Medical,Junior,Low,1
16.41,1,0,3,19.76,6,Allowed_With_Citation,7,STEM,Freshman,High,0
5.87,0,1,1,7.67,3,Allowed_With_Citation,5,Business,Senior,High,0
8.78,1,2,3,19.63,2,Actively_Encouraged,1,Arts,Senior,High,0
3.47,3,2,1,10.78,6,Actively_Encouraged,5,Business,Freshman,Medium,2
16.21,0,2,2,2.98,6,Actively_Encouraged,5,Humanities,Senior,High,0
18.03,3,0,3,10.29,4,Actively_Encouraged,6,Business,Freshman,Medium,2
13.22,1,2,4,9.29,6,Allowed_With_Citation,9,STEM,Graduate,High,0
5.62,3,1,1,6.31,5,Strict_Ban,1,Humanities,Graduate,Medium,2
2.18,1,0,4,8.03,3,Actively_Encouraged,5,Medical,Freshman,Low,1
8.82,3,2,2,12.02,2,Allowed_With_Citation,7,Business,Senior,High,0
9.97,4,1,1,3.85,4,Allowed_With_Citation,3,Medical,Freshman,Medium,2
27.11,3,1,3,13.74,5,Allowed_With_Citation,4,Arts,Graduate,High,0
3.67,4,2,5,18.23,5,Allowed_With_Citation,6,Business,Junior,Low,1
6.6,3,2,2,12.31,3,Actively_Encouraged,1,Arts,Junior,High,0
26.28,2,2,2,9.62,6,Strict_Ban,8,STEM,Senior,High,0
1.84,2,0,5,15.52,4,Actively_Encouraged,1,Business,Sophomore,Low,1
0.11,3,0,3,21.04,2,Allowed_With_Citation,3,Business,Sophomore,Low,1
5.45,2,2,1,12.32,5,Allowed_With_Citation,6,Business,Freshman,Low,1
13.78,4,2,2,10.43,5,Strict_Ban,10,STEM,Junior,Medium,2
2.8,2,2,5,18.93,3,Allowed_With_Citation,2,STEM,Senior,Low,1
1.14,4,0,3,8.0,1,Strict_Ban,6,STEM,Graduate,Medium,2
34.56,3,1,2,2.37,9,Allowed_With_Citation,4,Business,Junior,High,0
0.26,4,0,3,19.29,5,Actively_Encouraged,6,Medical,Senior,Medium,2
1.61,4,2,1,13.15,2,Actively_Encouraged,1,Medical,Freshman,High,0
17.26,1,1,2,1.0,2,Strict_Ban,6,STEM,Senior,High,0
3.39,0,0,3,10.64,2,Actively_Encouraged,6,Humanities,Freshman,Low,1
25.85,1,1,3,9.11,8,Strict_Ban,10,STEM,Freshman,High,0
5.26,0,1,1,14.88,2,Allowed_With_Citation,1,Humanities,Junior,Medium,2
24.52,2,1,1,5.11,6,Actively_Encouraged,6,Arts,Sophomore,Medium,2
5.73,4,0,5,14.4,5,Allowed_With_Citation,3,Medical,Sophomore,High,0
15.76,1,0,3,7.44,5,Allowed_With_Citation,5,STEM,Senior,High,0
27.98,1,1,1,4.36,6,Strict_Ban,8,STEM,Junior,High,0
19.59,0,1,3,5.49,6,Allowed_With_Citation,3,STEM,Sophomore,High,0
1.67,0,1,2,14.8,4,Allowed_With_Citation,6,Humanities,Junior,Medium,2
8.53,0,1,2,9.54,2,Allowed_With_Citation,3,Arts,Senior,Low,1
3.31,2,1,1,10.06,3,Strict_Ban,5,Business,Junior,Low,1
10.44,0,1,3,9.3,4,Actively_Encouraged,4,Arts,Graduate,Medium,2
11.24,2,2,4,1.07,5,Allowed_With_Citation,2,Business,Sophomore,High,0
10.76,2,2,2,4.58,5,Allowed_With_Citation,1,STEM,Junior,High,0
3.47,1,1,2,5.73,5,Allowed_With_Citation,6,STEM,Sophomore,Low,1
8.01,1,0,3,14.4,3,Allowed_With_Citation,3,STEM,Junior,Medium,2
7.11,2,2,3,8.92,4,Actively_Encouraged,1,Arts,Junior,Low,1
2.47,0,2,2,15.71,3,Actively_Encouraged,2,Arts,Junior,Low,1
2.9,0,0,3,11.74,4,Actively_Encouraged,4,Arts,Junior,Low,1
2.27,2,0,4,12.65,2,Actively_Encouraged,3,STEM,Junior,Low,1
1.99,2,2,3,4.53,1,Actively_Encouraged,5,Arts,Graduate,Low,1
6.15,3,0,5,7.71,5,Allowed_With_Citation,6,STEM,Sophomore,Medium,2
3.37,2,2,2,19.63,2,Actively_Encouraged,5,STEM,Junior,Medium,2
13.26,4,1,2,8.02,6,Actively_Encouraged,5,Humanities,Freshman,High,0
13.28,0,2,4,13.22,4,Allowed_With_Citation,5,Humanities,Sophomore,Low,1
1.18,0,2,2,20.83,5,Strict_Ban,1,Arts,Sophomore,Low,1
0.74,4,0,3,10.27,1,Allowed_With_Citation,3,Business,Senior,Medium,2
12.15,1,0,4,8.26,5,Allowed_With_Citation,5,STEM,Senior,Medium,2
12.45,4,0,3,17.24,4,Actively_Encouraged,5,STEM,Sophomore,High,0
8.91,2,2,4,11.0,3,Allowed_With_Citation,4,STEM,Graduate,Medium,2
4.61,1,1,3,1.3,6,Strict_Ban,2,STEM,Sophomore,Low,1
6.81,3,0,3,4.43,1,Strict_Ban,6,STEM,Senior,Low,1
15.65,2,2,3,2.82,6,Actively_Encouraged,5,Business,Sophomore,High,0
14.49,3,2,3,7.15,4,Allowed_With_Citation,7,STEM,Sophomore,Medium,2
10.4,0,2,2,12.26,3,Actively_Encouraged,5,Arts,Senior,Medium,2
21.78,3,2,2,11.76,4,Allowed_With_Citation,7,Humanities,Junior,High,0
4.65,0,2,5,16.35,1,Actively_Encouraged,3,Humanities,Junior,Medium,2
4.51,0,2,3,9.55,5,Actively_Encouraged,2,Humanities,Senior,Medium,2
0.59,3,2,1,6.57,3,Actively_Encouraged,2,Business,Senior,Medium,2
1.28,0,1,2,11.28,1,Strict_Ban,3,Business,Graduate,Medium,2
40.0,1,0,4,8.49,10,Strict_Ban,8,STEM,Sophomore,High,0
10.36,2,2,1,16.05,4,Allowed_With_Citation,3,Medical,Freshman,Low,1
2.96,4,1,3,12.93,1,Allowed_With_Citation,4,STEM,Graduate,High,0
24.31,3,2,2,3.55,5,Strict_Ban,10,Medical,Sophomore,Medium,2
32.57,1,2,4,8.27,5,Strict_Ban,8,STEM,Freshman,High,0
1.87,2,2,1,6.66,2,Allowed_With_Citation,3,Arts,Sophomore,Low,1
20.71,3,2,3,8.37,5,Allowed_With_Citation,4,Business,Senior,High,0
39.43,3,2,5,12.3,8,Allowed_With_Citation,5,Business,Junior,High,0
1.04,2,0,3,20.65,1,Actively_Encouraged,4,STEM,Freshman,Medium,2
15.87,1,1,2,1.0,6,Allowed_With_Citation,6,STEM,Freshman,Medium,2
1.88,0,0,4,14.89,3,Strict_Ban,6,Arts,Junior,Medium,2
2.44,3,0,4,12.27,1,Allowed_With_Citation,3,Medical,Freshman,Low,1
8.66,4,0,5,8.37,3,Strict_Ban,4,Business,Freshman,High,0
7.96,0,1,1,11.35,2,Allowed_With_Citation,4,Humanities,Junior,Low,1
13.67,0,2,4,7.2,3,Strict_Ban,9,STEM,Sophomore,Medium,2
1.54,0,1,1,5.86,3,Allowed_With_Citation,2,Business,Freshman,Medium,2
40.0,4,1,2,7.33,10,Strict_Ban,10,STEM,Junior,High,0
22.2,3,0,3,7.74,8,Allowed_With_Citation,5,STEM,Graduate,High,0
10.17,2,1,1,9.59,3,Allowed_With_Citation,4,Business,Sophomore,High,0
0.99,0,2,2,9.52,2,Allowed_With_Citation,6,Humanities,Sophomore,Medium,2
26.46,1,0,5,14.57,4,Allowed_With_Citation,1,STEM,Junior,High,0
2.95,1,0,5,15.76,2,Actively_Encouraged,5,STEM,Freshman,Medium,2
40.0,0,2,1,6.45,10,Allowed_With_Citation,7,Business,Junior,High,0
0.77,1,1,2,21.23,1,Actively_Encouraged,1,STEM,Senior,Medium,2
3.15,0,1,2,7.07,4,Actively_Encouraged,7,Arts,Freshman,High,0
0.65,0,0,3,19.1,2,Strict_Ban,2,Humanities,Senior,Medium,2
8.96,2,0,3,13.28,1,Strict_Ban,1,STEM,Graduate,Medium,2
5.42,3,2,1,13.88,4,Allowed_With_Citation,5,Arts,Graduate,Medium,2
0.86,3,2,3,15.01,1,Allowed_With_Citation,5,Business,Junior,Medium,2
7.82,3,1,2,11.8,2,Allowed_With_Citation,5,Humanities,Freshman,Medium,2
18.04,2,2,4,1.63,4,Allowed_With_Citation,2,Humanities,Senior,High,0
5.41,0,0,5,11.56,2,Strict_Ban,3,STEM,Senior,Low,1
8.03,3,1,2,15.46,3,Actively_Encouraged,1,Business,Senior,Medium,2
7.58,3,2,2,9.99,3,Allowed_With_Citation,1,Humanities,Graduate,High,0
15.53,3,2,3,21.4,4,Allowed_With_Citation,1,Business,Junior,Medium,2
11.55,4,2,2,5.79,6,Allowed_With_Citation,5,Business,Junior,High,0
6.03,3,0,3,10.86,4,Actively_Encouraged,1,Business,Junior,Medium,2
13.41,1,2,4,5.62,6,Strict_Ban,8,Arts,Sophomore,High,0
7.24,4,1,1,10.99,3,Allowed_With_Citation,1,Business,Freshman,Low,1
12.48,0,1,3,16.05,4,Strict_Ban,7,Humanities,Senior,Medium,2
2.87,2,2,4,14.03,4,Allowed_With_Citation,2,Humanities,Freshman,Medium,2
15.13,4,1,1,8.65,6,Allowed_With_Citation,1,STEM,Freshman,Medium,2
3.42,3,1,3,17.15,2,Allowed_With_Citation,2,Arts,Sophomore,Low,1
30.66,3,1,2,14.51,7,Strict_Ban,7,Arts,Graduate,High,0
13.88,1,1,2,19.18,2,Actively_Encouraged,1,STEM,Junior,High,0
1.63,0,0,4,10.14,2,Allowed_With_Citation,1,Arts,Freshman,Low,1
16.22,3,0,4,17.26,4,Allowed_With_Citation,3,Business,Graduate,Medium,2
26.96,2,0,3,1.55,6,Allowed_With_Citation,6,Humanities,Junior,High,0
25.58,1,1,2,9.17,5,Actively_Encouraged,7,STEM,Sophomore,High,0
6.52,0,1,3,7.98,4,Allowed_With_Citation,4,Humanities,Senior,Medium,2
18.85,4,1,3,3.64,3,Allowed_With_Citation,3,Business,Junior,Low,1
40.0,1,1,1,4.92,8,Allowed_With_Citation,10,STEM,Senior,High,0
5.2,0,1,2,8.99,3,Actively_Encouraged,2,Humanities,Freshman,Low,1
5.33,3,0,4,8.14,1,Strict_Ban,2,Medical,Freshman,Medium,2
11.92,3,1,2,6.85,7,Actively_Encouraged,5,Business,Junior,Medium,2
29.1,2,2,2,13.24,7,Actively_Encouraged,4,Business,Sophomore,High,0
4.93,0,1,3,18.28,2,Allowed_With_Citation,3,Business,Junior,Medium,2
24.78,0,1,3,10.88,8,Strict_Ban,8,STEM,Senior,Medium,2
0.1,1,0,3,10.45,1,Allowed_With_Citation,3,Medical,Graduate,Medium,2
5.52,3,0,4,10.34,5,Actively_Encouraged,5,Medical,Senior,High,0
18.89,1,1,2,11.76,7,Allowed_With_Citation,5,Business,Sophomore,Medium,2
20.97,0,0,3,1.69,5,Allowed_With_Citation,1,STEM,Senior,High,0
22.5,1,2,5,17.59,7,Actively_Encouraged,2,STEM,Junior,Medium,2
10.9,4,2,3,9.8,5,Strict_Ban,3,STEM,Graduate,High,0
1.97,3,0,3,10.14,1,Actively_Encouraged,3,Business,Senior,Low,1
10.09,1,0,5,15.64,5,Strict_Ban,7,STEM,Freshman,High,0
4.28,3,0,5,19.76,3,Actively_Encouraged,3,Business,Freshman,High,0
10.15,0,1,1,7.99,4,Strict_Ban,6,Business,Junior,Medium,2
10.02,1,0,3,5.77,2,Actively_Encouraged,5,STEM,Sophomore,Low,1
2.52,0,0,4,11.36,4,Actively_Encouraged,5,Business,Freshman,Low,1
17.38,1,2,1,3.61,5,Strict_Ban,10,STEM,Senior,High,0
5.31,0,1,3,15.4,5,Allowed_With_Citation,4,Arts,Sophomore,Medium,2
7.46,0,1,1,20.65,3,Actively_Encouraged,2,Humanities,Freshman,Medium,2
2.52,3,2,2,13.9,5,Strict_Ban,4,Humanities,Sophomore,Low,1
7.22,1,0,4,20.23,2,Actively_Encouraged,1,STEM,Senior,Low,1
3.92,0,1,1,13.83,1,Allowed_With_Citation,3,Medical,Senior,Medium,2
31.82,0,0,3,7.6,7,Strict_Ban,7,Business,Sophomore,High,0
1.78,0,2,3,10.71,3,Actively_Encouraged,4,Humanities,Sophomore,Low,1
10.36,3,0,4,7.0,5,Actively_Encouraged,3,STEM,Freshman,Medium,2
5.59,3,2,3,7.13,2,Strict_Ban,1,Business,Graduate,High,0
40.0,0,2,5,8.26,10,Allowed_With_Citation,6,STEM,Sophomore,High,0
4.57,4,0,3,10.49,4,Actively_Encouraged,2,Medical,Graduate,Medium,2
6.96,2,2,1,6.96,3,Actively_Encouraged,4,Medical,Senior,Medium,2
5.14,3,0,3,12.65,1,Actively_Encouraged,7,Business,Sophomore,Low,1
1.46,4,0,4,13.67,4,Actively_Encouraged,5,Medical,Senior,High,0
5.82,2,2,2,26.66,4,Allowed_With_Citation,7,STEM,Junior,Low,1
4.59,1,2,3,4.01,3,Allowed_With_Citation,2,STEM,Graduate,Low,1
1.18,1,2,1,10.7,2,Allowed_With_Citation,2,STEM,Junior,High,0
1.03,4,0,4,1.05,2,Strict_Ban,3,STEM,Junior,Medium,2
38.0,4,2,4,14.07,7,Allowed_With_Citation,5,Medical,Junior,High,0
4.31,1,0,4,8.85,1,Actively_Encouraged,2,STEM,Sophomore,Low,1
10.57,0,1,3,22.0,5,Actively_Encouraged,10,Arts,Sophomore,High,0
0.11,4,2,4,16.52,5,Actively_Encouraged,2,Arts,Senior,High,0
6.82,3,1,3,6.46,1,Allowed_With_Citation,4,Humanities,Freshman,Low,1
8.1,1,0,3,16.01,2,Allowed_With_Citation,3,STEM,Sophomore,Medium,2
18.3,3,1,3,1.0,5,Allowed_With_Citation,3,STEM,Junior,High,0
4.99,1,0,3,17.37,3,Allowed_With_Citation,3,STEM,Graduate,High,0
8.88,4,1,3,9.03,6,Allowed_With_Citation,4,Humanities,Graduate,High,0
15.49,4,0,4,2.3,6,Allowed_With_Citation,3,Humanities,Senior,Medium,2
11.95,3,0,3,14.25,3,Actively_Encouraged,2,Business,Junior,Low,1
7.9,0,2,4,13.26,5,Allowed_With_Citation,3,Arts,Senior,Medium,2
2.85,4,1,2,9.16,3,Allowed_With_Citation,4,Humanities,Junior,Low,1
4.96,0,0,3,9.24,5,Allowed_With_Citation,4,STEM,Junior,Medium,2
2.33,2,0,4,2.34,4,Allowed_With_Citation,5,Arts,Sophomore,Medium,2
0.18,1,1,1,12.89,5,Allowed_With_Citation,6,Humanities,Graduate,Medium,2
1.87,1,1,2,12.88,1,Allowed_With_Citation,3,STEM,Junior,Medium,2
5.32,4,2,3,18.03,1,Allowed_With_Citation,3,Arts,Senior,Medium,2
0.9,4,1,1,14.39,1,Strict_Ban,4,Medical,Freshman,Low,1
4.23,3,2,2,17.75,1,Strict_Ban,4,Medical,Junior,Low,1
25.09,1,2,4,12.52,5,Actively_Encouraged,1,STEM,Graduate,High,0
7.95,3,2,5,13.39,5,Actively_Encouraged,4,Business,Senior,Medium,2
4.93,1,2,3,5.97,4,Allowed_With_Citation,2,STEM,Graduate,High,0
2.22,0,1,2,10.24,2,Allowed_With_Citation,6,Medical,Sophomore,High,0
15.49,1,1,3,11.51,4,Strict_Ban,9,STEM,Freshman,Medium,2
2.91,1,0,5,14.01,4,Allowed_With_Citation,2,STEM,Sophomore,Medium,2
9.09,4,2,5,11.46,3,Allowed_With_Citation,1,Medical,Sophomore,High,0
7.45,2,1,2,7.34,3,Allowed_With_Citation,1,Medical,Sophomore,Low,1
1.52,1,1,2,9.54,3,Actively_Encouraged,3,Business,Junior,Low,1
1.52,1,2,2,15.85,1,Allowed_With_Citation,1,STEM,Freshman,Low,1
2.9,1,1,3,12.56,3,Actively_Encouraged,7,Humanities,Graduate,Medium,2
10.01,1,2,3,14.4,2,Allowed_With_Citation,4,Arts,Graduate,Medium,2
20.92,0,1,3,15.41,3,Allowed_With_Citation,5,Business,Sophomore,Medium,2
5.22,3,2,2,6.26,1,Allowed_With_Citation,4,STEM,Senior,High,0
0.95,1,2,2,4.97,1,Allowed_With_Citation,4,STEM,Junior,Medium,2
2.51,1,1,2,3.66,1,Strict_Ban,6,Arts,Sophomore,Medium,2
2.45,3,1,1,11.33,2,Allowed_With_Citation,5,Business,Graduate,Medium,2
2.2,4,0,5,15.48,5,Allowed_With_Citation,5,Business,Sophomore,Medium,2
0.4,4,0,5,8.42,1,Actively_Encouraged,1,Humanities,Junior,Low,1
14.6,3,1,2,13.66,4,Allowed_With_Citation,5,Business,Sophomore,Medium,2
15.0,3,0,3,7.58,3,Allowed_With_Citation,1,Medical,Senior,High,0
5.19,0,2,1,9.53,4,Actively_Encouraged,3,Humanities,Junior,Low,1
18.08,3,1,3,14.06,6,Actively_Encouraged,5,Business,Senior,High,0
25.43,1,2,3,9.77,4,Allowed_With_Citation,4,STEM,Sophomore,Medium,2
16.56,1,0,3,1.13,6,Actively_Encouraged,7,STEM,Freshman,Medium,2
4.59,4,1,3,10.98,4,Actively_Encouraged,4,Arts,Sophomore,Medium,2
1.92,0,1,2,7.53,2,Allowed_With_Citation,5,Arts,Senior,Low,1
9.72,4,2,3,7.0,6,Allowed_With_Citation,6,Business,Sophomore,Medium,2
2.96,1,0,3,18.27,5,Actively_Encouraged,4,STEM,Sophomore,Medium,2
7.6,1,2,4,10.94,2,Allowed_With_Citation,7,STEM,Junior,Medium,2
1.19,4,2,4,10.5,1,Allowed_With_Citation,2,Medical,Sophomore,Low,1
23.01,1,1,2,8.64,7,Strict_Ban,9,STEM,Senior,High,0
0.99,0,2,5,8.23,3,Allowed_With_Citation,4,Arts,Sophomore,Low,1
0.96,3,1,2,13.41,2,Allowed_With_Citation,3,STEM,Junior,Medium,2
0.96,4,1,3,4.95,3,Actively_Encouraged,6,Medical,Junior,Medium,2
2.89,1,1,3,5.25,4,Actively_Encouraged,3,Medical,Sophomore,Low,1
3.4,1,1,2,17.06,1,Strict_Ban,6,STEM,Sophomore,Low,1
1.21,0,2,4,13.0,2,Strict_Ban,8,Arts,Junior,Medium,2
11.48,4,1,2,13.52,4,Strict_Ban,9,STEM,Freshman,High,0
9.66,0,2,3,3.89,5,Actively_Encouraged,6,STEM,Sophomore,Medium,2
9.27,3,1,2,13.38,4,Strict_Ban,4,Humanities,Freshman,Medium,2
2.9,3,1,2,16.24,3,Strict_Ban,4,Business,Senior,Low,1
11.3,0,2,3,7.89,2,Allowed_With_Citation,3,Humanities,Freshman,Low,1
3.44,2,1,1,13.8,3,Allowed_With_Citation,4,Business,Graduate,Low,1
2.39,2,1,3,13.63,5,Strict_Ban,6,STEM,Freshman,Medium,2
3.3,1,0,3,8.85,5,Allowed_With_Citation,3,STEM,Senior,Medium,2
8.06,3,1,2,6.5,4,Actively_Encouraged,3,Business,Senior,Medium,2
2.21,1,1,3,17.84,2,Strict_Ban,3,Business,Junior,Low,1
4.19,2,0,4,16.51,5,Allowed_With_Citation,5,Business,Freshman,Low,1
4.32,3,1,3,2.48,3,Allowed_With_Citation,2,Business,Sophomore,Low,1
3.18,2,2,3,9.92,3,Strict_Ban,1,Medical,Senior,Medium,2
18.97,0,0,5,1.0,5,Allowed_With_Citation,2,Humanities,Junior,Medium,2
3.49,0,2,3,8.9,3,Actively_Encouraged,1,STEM,Junior,Low,1
4.0,3,1,2,2.13,2,Allowed_With_Citation,4,Business,Freshman,Medium,2
0.46,3,2,3,8.4,3,Allowed_With_Citation,5,Business,Junior,Low,1
0.74,3,1,3,11.87,2,Allowed_With_Citation,4,Business,Junior,Low,1
5.51,4,1,1,20.65,5,Allowed_With_Citation,5,Business,Freshman,Medium,2
9.42,4,2,5,9.45,4,Allowed_With_Citation,5,Humanities,Graduate,High,0
8.88,1,1,2,3.3,4,Strict_Ban,4,STEM,Senior,Low,1
5.09,0,1,3,9.9,3,Allowed_With_Citation,3,Business,Sophomore,Medium,2
7.74,1,0,4,10.17,4,Allowed_With_Citation,4,STEM,Junior,Medium,2
0.79,0,1,3,7.72,3,Actively_Encouraged,3,Humanities,Junior,High,0
2.87,4,0,3,9.06,2,Actively_Encouraged,5,Humanities,Freshman,Medium,2
17.26,0,2,3,7.91,4,Actively_Encouraged,2,Humanities,Junior,Medium,2
5.16,3,2,3,9.19,2,Strict_Ban,3,Business,Freshman,Medium,2
0.9,2,0,3,16.29,2,Allowed_With_Citation,4,STEM,Sophomore,Medium,2
8.73,1,0,5,10.18,5,Actively_Encouraged,6,Medical,Graduate,High,0
7.53,3,1,3,23.05,2,Actively_Encouraged,3,Business,Junior,Low,1
3.68,4,2,3,15.14,1,Allowed_With_Citation,4,Humanities,Freshman,Medium,2
11.88,4,0,4,4.01,4,Actively_Encouraged,9,STEM,Senior,Medium,2
7.72,2,0,5,4.06,4,Allowed_With_Citation,4,STEM,Graduate,Medium,2
0.09,0,1,3,17.62,3,Allowed_With_Citation,3,Business,Freshman,Low,1
2.19,0,0,3,10.21,3,Strict_Ban,3,Humanities,Senior,Low,1
40.0,1,0,4,12.56,10,Allowed_With_Citation,7,STEM,Senior,High,0
7.03,0,1,2,11.32,4,Allowed_With_Citation,6,Humanities,Senior,Low,1
10.93,3,2,2,7.91,2,Allowed_With_Citation,3,Business,Senior,High,0
11.82,4,1,2,13.87,4,Allowed_With_Citation,6,Business,Graduate,High,0
4.63,1,2,1,10.62,3,Strict_Ban,3,Business,Freshman,Low,1
6.34,0,2,5,14.22,2,Allowed_With_Citation,6,Arts,Freshman,Medium,2
5.23,0,2,2,12.36,4,Allowed_With_Citation,3,STEM,Freshman,Medium,2
1.99,1,1,2,18.54,1,Actively_Encouraged,5,Business,Freshman,Medium,2
4.53,2,2,4,10.88,1,Allowed_With_Citation,4,STEM,Freshman,Low,1
3.44,1,2,2,9.1,2,Strict_Ban,1,Business,Senior,Medium,2
4.99,3,0,4,11.62,4,Actively_Encouraged,5,Business,Graduate,High,0
17.07,1,0,4,7.69,4,Actively_Encouraged,7,STEM,Sophomore,Low,1
1.94,2,1,3,17.73,3,Allowed_With_Citation,4,Humanities,Graduate,Medium,2
6.54,2,0,4,10.81,2,Actively_Encouraged,4,Arts,Sophomore,High,0
24.04,2,0,4,12.1,8,Actively_Encouraged,8,STEM,Freshman,High,0
3.09,3,2,2,5.91,1,Allowed_With_Citation,1,Humanities,Senior,Medium,2
0.03,4,2,4,4.1,1,Allowed_With_Citation,5,Medical,Junior,Low,1
15.83,2,1,1,12.32,3,Strict_Ban,8,Business,Freshman,Medium,2
8.64,3,0,3,5.43,3,Strict_Ban,2,Business,Graduate,Medium,2
0.38,1,2,2,5.2,4,Allowed_With_Citation,5,Arts,Junior,Low,1
5.32,1,0,4,6.3,2,Strict_Ban,1,STEM,Junior,High,0
30.14,1,0,4,6.48,7,Allowed_With_Citation,2,STEM,Graduate,High,0
0.48,4,0,3,22.66,1,Strict_Ban,1,Arts,Senior,Low,1
3.52,4,2,2,14.19,4,Strict_Ban,4,Arts,Sophomore,Medium,2
3.35,1,1,2,7.89,3,Actively_Encouraged,2,STEM,Freshman,Low,1
2.84,3,1,3,1.0,4,Allowed_With_Citation,2,Humanities,Sophomore,Medium,2
10.72,0,1,2,9.84,4,Strict_Ban,8,Humanities,Sophomore,High,0
8.95,0,0,5,7.14,2,Actively_Encouraged,5,Arts,Graduate,Medium,2
8.66,0,2,5,6.44,3,Allowed_With_Citation,4,Humanities,Graduate,High,0
7.95,3,2,4,12.9,2,Allowed_With_Citation,7,Medical,Freshman,Medium,2
18.14,4,1,3,12.49,5,Actively_Encouraged,3,Medical,Graduate,Medium,2
7.06,0,0,5,3.4,5,Strict_Ban,3,Arts,Sophomore,Medium,2
4.14,1,1,2,2.7,3,Allowed_With_Citation,5,Business,Senior,Medium,2
7.58,1,2,3,9.97,4,Strict_Ban,3,Humanities,Freshman,Low,1
6.44,1,2,5,14.98,5,Strict_Ban,7,STEM,Sophomore,Low,1
20.19,2,0,3,11.27,6,Strict_Ban,8,Business,Junior,Low,1
6.65,0,1,2,12.33,2,Allowed_With_Citation,5,Humanities,Senior,High,0
3.9,0,1,2,13.73,4,Strict_Ban,4,Humanities,Sophomore,Medium,2
8.66,3,2,4,14.04,5,Strict_Ban,5,Business,Graduate,High,0
4.87,0,1,2,6.62,3,Strict_Ban,1,Humanities,Graduate,High,0
6.24,1,0,4,14.92,5,Allowed_With_Citation,2,Arts,Freshman,High,0
7.34,0,0,3,16.71,4,Strict_Ban,2,Humanities,Senior,Low,1
1.57,1,0,3,4.39,2,Allowed_With_Citation,6,STEM,Freshman,Low,1
2.39,0,1,3,16.66,3,Allowed_With_Citation,4,Humanities,Sophomore,Medium,2
13.66,2,0,5,6.29,2,Actively_Encouraged,5,Medical,Senior,High,0
7.48,0,2,4,8.93,5,Actively_Encouraged,4,Arts,Sophomore,Medium,2
4.51,1,1,1,4.0,2,Actively_Encouraged,5,STEM,Graduate,Medium,2
2.01,4,1,1,15.47,3,Allowed_With_Citation,1,Humanities,Sophomore,Low,1
1.12,2,1,3,10.35,2,Actively_Encouraged,3,Medical,Sophomore,Low,1
26.73,3,1,3,5.34,6,Actively_Encouraged,6,STEM,Graduate,High,0
5.07,0,0,4,8.02,5,Strict_Ban,4,STEM,Junior,Medium,2
10.91,1,0,3,16.1,4,Allowed_With_Citation,7,STEM,Senior,Medium,2
6.2,4,0,4,9.64,2,Strict_Ban,1,Business,Junior,Low,1
11.6,3,0,4,6.13,4,Allowed_With_Citation,2,Humanities,Freshman,Low,1
2.71,3,0,3,2.72,2,Actively_Encouraged,3,STEM,Junior,Low,1
8.93,3,1,2,8.9,1,Allowed_With_Citation,1,Business,Freshman,Low,1
17.02,3,1,1,5.0,5,Allowed_With_Citation,3,STEM,Senior,High,0
5.44,3,2,3,7.88,2,Actively_Encouraged,5,Business,Junior,High,0
1.06,4,0,4,13.67,4,Actively_Encouraged,7,Business,Freshman,Low,1
7.69,0,1,1,17.05,4,Strict_Ban,3,Humanities,Senior,Medium,2
14.34,1,0,4,3.66,4,Allowed_With_Citation,1,STEM,Senior,High,0
0.01,3,1,2,21.33,4,Actively_Encouraged,3,Business,Senior,Low,1
3.97,0,1,1,14.29,1,Allowed_With_Citation,5,Humanities,Sophomore,Low,1
6.38,0,1,2,12.34,2,Strict_Ban,3,Humanities,Senior,High,0
4.87,3,0,4,15.48,2,Allowed_With_Citation,4,Business,Junior,Medium,2
39.18,1,0,5,20.01,9,Allowed_With_Citation,5,Business,Junior,High,0
4.64,4,1,3,13.67,1,Allowed_With_Citation,1,STEM,Senior,Medium,2
22.56,1,2,3,4.08,7,Actively_Encouraged,5,STEM,Junior,High,0
14.32,1,2,3,11.51,5,Allowed_With_Citation,8,STEM,Senior,Medium,2
4.02,3,1,2,9.36,1,Allowed_With_Citation,4,Business,Graduate,Medium,2
4.63,4,1,2,12.1,1,Strict_Ban,6,Business,Senior,High,0
5.43,0,1,2,7.88,1,Allowed_With_Citation,1,Arts,Junior,Low,1
8.14,0,0,3,10.91,4,Allowed_With_Citation,3,Business,Junior,Low,1
0.73,0,2,4,12.56,5,Actively_Encouraged,3,Arts,Freshman,Medium,2
2.4,3,1,2,21.19,4,Allowed_With_Citation,7,Humanities,Freshman,High,0
7.21,2,0,3,8.24,5,Allowed_With_Citation,8,Humanities,Sophomore,Low,1
2.59,2,1,3,7.34,4,Allowed_With_Citation,2,Arts,Graduate,Medium,2
12.12,1,2,5,1.81,7,Allowed_With_Citation,6,STEM,Senior,High,0
